id,IsDefault,is_no_bank_call,payfrequency,NumOfDigitsInEmailUsername,FraudScore,IsCheapCampaign,lead_cost,loantoincome,bankmonths,requestedamount,netmonthly,FraudScoreBucketSmall,BankBehaviorBucketSmall,bankyears,incometype,BankScore2,BankScore,n_months_address,IsHurricaneHarvey,DistFromAddressBucket,AddressContactScore,EmailContactScore,PhoneContactScore,ssn_to_bankaccount,PhoneCarrier
1,0,FALSE,B,0,500,No,40,13.79,0,500,3625,a_less719,a_less799,1,E,699,765,120,TRUE,c_10to25,2,3,1,2,US
2,0,FALSE,B,6,500,No,40,20,0,500,2500,a_less719,b_800to899,3,E,746,896,12,TRUE,c_10to25,3,1,3,3,Sprint
3,0,TRUE,B,4,500,No,40,25,3,500,2000,a_less719,a_less799,0,E,703,489,120,FALSE,c_10to25,1,1,1,3,Sprint
4,1,FALSE,B,1,501,No,20,11.15,0,300,2691,a_less719,a_less799,1,E,600,674,0,FALSE,a_less3,3,2,3,0,Metro PCS
5,0,FALSE,B,0,502,No,40,10,9,500,5000,a_less719,a_less799,0,E,571,546,48,TRUE,NONE,4,3,3,2,US
6,0,FALSE,B,4,502,No,40,40,0,1000,2500,a_less719,a_less799,3,E,682,737,48,FALSE,a_less3,3,1,1,0,Sprint
7,1,FALSE,B,0,502,No,40,16.67,6,500,3000,a_less719,a_less799,1,E,531,568,24,FALSE,d_25to300,3,2,1,3,Sprint
8,0,FALSE,B,0,502,No,40,8.33,0,500,6000,a_less719,a_less799,2,E,752,716,24,FALSE,NONE,3,2,3,1,Verizon Wireless
9,1,FALSE,B,0,503,No,20,6.67,0,200,3000,a_less719,b_800to899,1,E,685,841,12,FALSE,c_10to25,3,1,1,2,Sprint
10,1,FALSE,B,2,503,No,40,33.33,0,1000,3000,a_less719,a_less799,1,E,558,622,72,FALSE,d_25to300,3,1,3,1,Metro PCS
11,0,FALSE,B,2,503,No,40,28.57,10,1000,3500,a_less719,a_less799,2,E,773,782,82,FALSE,c_10to25,1,1,1,2,Sprint
12,0,FALSE,B,0,503,No,25,20,3,300,1500,a_less719,a_less799,1,E,712,783,36,TRUE,b_3to10,1,1,1,1,T-Mobile USA
13,0,FALSE,B,2,503,No,50,66.67,0,1000,1500,a_less719,a_less799,3,E,607,774,36,FALSE,d_25to300,3,1,1,0,T-Mobile USA
14,1,FALSE,B,3,504,No,40,16.67,0,500,3000,a_less719,a_less799,1,E,596,530,12,FALSE,d_25to300,3,1,1,2,Sprint
15,1,FALSE,B,0,504,No,40,10,6,300,3000,a_less719,b_800to899,2,E,705,833,48,FALSE,b_3to10,3,1,1,2,Metro PCS
16,1,FALSE,B,3,504,No,40,20,3,500,2500,a_less719,b_800to899,2,E,814,822,27,FALSE,a_less3,3,2,3,1,T-Mobile USA
17,0,FALSE,B,2,504,No,45,27.78,3,500,1800,a_less719,a_less799,1,E,659,685,24,FALSE,b_3to10,3,1,3,0,Metro PCS
18,0,FALSE,S,0,504,No,25,37.17,3,1000,2690,a_less719,a_less799,1,E,605,764,12,FALSE,a_less3,3,2,1,0,AT&T
19,1,FALSE,B,4,504,No,40,16.67,6,500,3000,a_less719,a_less799,1,E,646,770,120,FALSE,NONE,1,1,3,1,Sprint
20,0,FALSE,S,0,505,No,40,25,0,500,2000,a_less719,a_less799,3,E,631,686,72,TRUE,c_10to25,1,1,3,0,AT&T
21,0,TRUE,B,2,506,No,45,20.83,3,500,2400,a_less719,b_800to899,1,E,789,893,24,FALSE,a_less3,1,1,1,2,Metro PCS
22,0,FALSE,B,0,506,No,50,33.33,0,500,1500,a_less719,a_less799,2,E,823,737,36,FALSE,c_10to25,1,1,1,3,Metro PCS
23,0,FALSE,B,5,506,No,35,12.58,9,500,3975,a_less719,a_less799,1,E,614,487,12,FALSE,a_less3,3,1,3,8,Metro PCS
24,0,FALSE,B,0,506,No,45,27.03,3,500,1850,a_less719,a_less799,1,E,541,651,36,FALSE,a_less3,3,1,3,2,Metro PCS
25,1,FALSE,S,4,507,No,30,28.57,0,500,1750,a_less719,b_800to899,3,E,805,851,60,FALSE,b_3to10,1,1,3,1,Sprint
26,1,TRUE,B,2,507,No,20,20,6,500,2500,a_less719,a_less799,2,E,782,588,12,FALSE,c_10to25,3,2,1,6,Sprint
27,0,FALSE,B,4,507,No,45,20,3,500,2500,a_less719,a_less799,1,E,655,720,24,FALSE,c_10to25,1,2,1,0,Metro PCS
28,0,FALSE,B,3,507,No,30,22.22,0,500,2250,a_less719,a_less799,3,E,716,794,12,FALSE,d_25to300,3,1,1,0,Metro PCS
29,0,FALSE,B,2,507,No,40,14.29,0,500,3500,a_less719,a_less799,1,E,690,752,12,TRUE,c_10to25,1,1,1,6,Sprint
30,0,FALSE,B,0,507,No,15,14.29,6,500,3500,a_less719,b_800to899,0,E,624,803,12,FALSE,a_less3,3,2,2,1,T-Mobile USA
31,0,FALSE,B,6,507,No,40,10,0,300,3000,a_less719,a_less799,2,E,744,771,24,TRUE,c_10to25,1,1,3,1,T-Mobile USA
32,0,FALSE,B,4,507,No,45,18.52,3,500,2700,a_less719,a_less799,1,E,816,430,36,TRUE,b_3to10,1,1,2,1,T-Mobile USA
33,1,FALSE,B,0,508,No,40,13.33,0,400,3000,a_less719,a_less799,1,E,544,650,7,FALSE,b_3to10,3,2,2,0,AT&T
34,0,FALSE,B,6,508,No,50,33.33,6,500,1500,a_less719,b_800to899,0,E,649,828,6,FALSE,NONE,3,1,3,2,AT&T
35,0,FALSE,B,1,508,No,45,15.62,3,500,3200,a_less719,a_less799,1,E,598,653,36,TRUE,d_25to300,3,1,1,1,T-Mobile USA
36,1,FALSE,B,4,508,No,40,8.07,3,200,2477,a_less719,b_800to899,0,E,823,822,12,TRUE,c_10to25,1,1,1,3,AT&T
37,0,FALSE,B,2,508,No,40,6,0,300,5000,a_less719,b_800to899,1,E,637,840,12,FALSE,d_25to300,1,1,1,1,Sprint
38,0,FALSE,B,2,508,No,40,12,0,300,2500,a_less719,a_less799,1,E,581,732,12,FALSE,c_10to25,3,1,3,0,AT&T
39,0,FALSE,B,0,508,No,45,16.67,3,500,3000,a_less719,b_800to899,1,E,782,804,36,TRUE,b_3to10,3,1,1,0,T-Mobile USA
40,1,FALSE,B,0,509,No,5,7.69,6,500,6500,a_less719,a_less799,2,E,722,746,12,FALSE,a_less3,3,1,1,5,AT&T
41,0,FALSE,B,3,509,No,40,16.67,0,500,3000,a_less719,a_less799,3,E,538,798,72,TRUE,a_less3,3,2,2,1,Boost Mobile
42,0,FALSE,B,1,509,No,60,20,0,300,1500,a_less719,a_less799,1,E,703,741,48,FALSE,NONE,3,1,2,2,AT&T
43,1,TRUE,B,2,509,No,45,31.25,3,500,1600,a_less719,a_less799,1,E,687,781,3,FALSE,d_25to300,3,1,3,0,T-Mobile USA
44,0,FALSE,W,0,510,No,10,7.69,3,500,6500,a_less719,a_less799,1,E,629,614,12,FALSE,NONE,3,1,1,1,Verizon Wireless
45,0,FALSE,B,2,510,No,40,28.57,0,1000,3500,a_less719,a_less799,6,E,557,655,144,FALSE,NONE,1,1,1,4,AT&T
46,0,FALSE,B,0,510,No,40,10,6,500,5000,a_less719,b_800to899,2,E,778,818,12,FALSE,NONE,3,1,1,3,AT&T
47,0,FALSE,B,5,510,No,40,12.5,0,500,4000,a_less719,a_less799,3,E,788,536,36,FALSE,c_10to25,1,1,3,3,Cricket Wireless
48,0,FALSE,B,2,510,No,20,16.67,0,500,3000,a_less719,a_less799,1,E,672,548,96,TRUE,c_10to25,1,1,1,5,T-Mobile USA
49,0,FALSE,B,3,510,No,40,42.86,0,600,1400,a_less719,a_less799,1,E,544,645,24,FALSE,d_25to300,2,2,2,0,Boost Mobile
50,1,FALSE,S,8,510,No,40,20,0,500,2500,a_less719,a_less799,2,E,616,653,12,TRUE,NONE,4,2,2,1,Verizon Wireless
51,0,FALSE,B,3,510,No,10,16.81,9,500,2975,a_less719,a_less799,1,E,605,604,24,FALSE,a_less3,1,3,1,2,Verizon Wireless
52,0,FALSE,B,4,511,No,45,16.13,3,500,3100,a_less719,a_less799,1,E,785,631,36,FALSE,b_3to10,1,2,2,0,Cricket Wireless
53,0,FALSE,S,4,511,No,20,60,3,1500,2500,a_less719,a_less799,1,E,675,696,36,FALSE,b_3to10,1,1,1,0,T-Mobile USA
54,0,FALSE,B,0,511,No,25,27.14,3,500,1842,a_less719,b_800to899,1,E,620,801,36,FALSE,d_25to300,3,1,1,0,AT&T
55,1,FALSE,B,4,511,No,20,25,3,500,2000,a_less719,a_less799,0,E,618,447,36,FALSE,d_25to300,1,1,2,1,Boost Mobile
56,0,FALSE,B,6,512,No,40,11.43,3,400,3500,a_less719,a_less799,0,E,646,724,48,FALSE,a_less3,3,1,3,1,Cricket Wireless
57,1,FALSE,S,4,512,No,25,20,6,1000,5000,a_less719,a_less799,2,E,646,471,60,FALSE,b_3to10,1,1,1,1,AT&T
58,1,FALSE,B,0,512,No,40,8.57,0,300,3500,a_less719,a_less799,2,E,773,734,24,FALSE,a_less3,1,1,3,0,Metro PCS
59,1,FALSE,S,2,512,No,40,12.5,6,200,1600,a_less719,a_less799,1,E,710,766,12,FALSE,NONE,3,1,1,4,Verizon Wireless
60,1,FALSE,B,0,512,No,45,15.62,3,500,3200,a_less719,b_800to899,1,E,676,802,36,FALSE,a_less3,3,1,1,1,AT&T
61,0,FALSE,S,0,512,No,40,40,0,1000,2500,a_less719,a_less799,6,E,707,798,24,TRUE,a_less3,3,1,1,0,Sprint
62,0,FALSE,B,0,513,No,40,20,0,400,2000,a_less719,a_less799,1,E,646,748,30,FALSE,a_less3,1,1,3,2,Metro PCS
63,1,FALSE,S,4,513,No,40,16.67,5,500,3000,a_less719,a_less799,0,E,662,789,28,FALSE,NONE,4,1,1,2,Metro PCS
64,1,FALSE,B,0,513,No,45,17.86,3,500,2800,a_less719,a_less799,1,E,764,673,36,FALSE,b_3to10,3,1,1,2,Metro PCS
65,0,FALSE,B,0,513,No,40,66.67,0,1000,1500,a_less719,b_800to899,6,E,589,868,72,FALSE,c_10to25,1,1,1,0,Verizon Wireless
66,0,FALSE,B,4,514,No,40,33.33,0,500,1500,a_less719,a_less799,2,E,736,775,24,FALSE,d_25to300,1,1,3,2,Sprint
67,1,TRUE,B,2,514,No,20,10,0,300,3000,a_less719,a_less799,1,E,772,513,12,FALSE,NONE,1,1,1,2,AT&T
68,0,FALSE,B,0,514,No,5,0.92,4,300,32767,a_less719,a_less799,0,E,682,762,3,FALSE,d_25to300,3,1,2,0,Verizon Wireless
69,1,FALSE,S,2,514,No,35,33.33,0,500,1500,a_less719,b_800to899,6,E,799,881,72,FALSE,b_3to10,1,3,3,1,T-Mobile USA
70,0,FALSE,S,2,514,No,40,9.71,0,1000,10300,a_less719,b_800to899,1,E,836,823,7,FALSE,a_less3,3,1,1,2,Sprint
71,0,TRUE,S,4,515,No,40,22.22,4,1000,4500,a_less719,b_800to899,2,E,696,871,28,TRUE,a_less3,1,1,1,3,Sprint
72,0,FALSE,B,2,515,No,35,20,0,300,1500,a_less719,a_less799,3,E,502,608,24,FALSE,c_10to25,3,1,1,1,T-Mobile USA
73,1,FALSE,S,0,515,No,40,26.67,0,400,1500,a_less719,a_less799,2,E,690,797,12,TRUE,d_25to300,3,2,1,2,Cricket Wireless
74,0,FALSE,B,0,516,No,25,1.53,3,500,32767,a_less719,a_less799,1,E,641,699,36,TRUE,d_25to300,3,2,1,0,T-Mobile USA
75,1,FALSE,B,2,516,No,50,20,0,500,2500,a_less719,a_less799,2,E,612,578,72,FALSE,d_25to300,3,1,2,4,Sprint
76,0,FALSE,B,2,516,No,40,24,0,600,2500,a_less719,a_less799,1,E,644,588,48,TRUE,d_25to300,3,2,1,0,T-Mobile USA
77,0,FALSE,S,4,516,No,25,33.33,3,500,1500,a_less719,a_less799,1,E,609,657,24,FALSE,b_3to10,3,2,2,2,Boost Mobile
78,0,FALSE,S,2,516,No,20,27.78,0,700,2520,a_less719,a_less799,2,E,715,691,12,FALSE,b_3to10,3,1,1,0,AT&T
79,0,FALSE,B,0,516,No,40,14.39,6,500,3475,a_less719,a_less799,2,E,713,499,24,TRUE,d_25to300,3,1,1,6,T-Mobile USA
80,0,FALSE,B,2,517,No,20,9.68,0,300,3100,a_less719,a_less799,1,E,606,726,12,FALSE,b_3to10,1,1,1,0,AT&T
81,0,FALSE,B,0,517,No,10,57.69,3,1500,2600,a_less719,a_less799,1,E,621,655,36,TRUE,a_less3,1,1,1,3,Boost Mobile
82,0,FALSE,S,0,517,No,40,10.77,6,700,6500,a_less719,a_less799,2,E,796,692,36,FALSE,c_10to25,2,1,1,2,Sprint
83,1,FALSE,B,4,518,No,40,10,6,200,2000,a_less719,a_less799,2,E,662,745,24,FALSE,d_25to300,3,2,3,1,T-Mobile USA
84,0,FALSE,B,2,518,No,25,16.67,3,500,3000,a_less719,b_800to899,1,E,774,868,12,FALSE,d_25to300,3,1,3,2,AT&T
85,0,FALSE,B,2,518,No,20,14.29,0,500,3500,a_less719,a_less799,2,E,449,626,119,FALSE,NONE,1,1,3,6,Verizon Wireless
86,0,TRUE,B,4,518,No,40,10,0,200,2000,a_less719,a_less799,3,E,793,515,6,FALSE,a_less3,3,1,1,2,T-Mobile USA
87,0,FALSE,B,0,519,No,40,9.38,6,300,3200,a_less719,b_800to899,0,E,790,815,12,FALSE,c_10to25,1,1,2,1,AT&T
88,0,FALSE,W,0,519,No,10,15.38,3,500,3250,a_less719,b_800to899,1,E,745,880,24,FALSE,c_10to25,3,2,3,0,Metro PCS
89,1,FALSE,B,2,519,No,30,28.57,6,1000,3500,a_less719,a_less799,0,E,643,763,84,FALSE,b_3to10,1,2,1,2,T-Mobile USA
90,1,FALSE,B,3,519,No,45,1.53,3,500,32767,a_less719,a_less799,1,E,732,716,36,TRUE,d_25to300,3,2,2,1,AT&T
91,1,FALSE,B,0,519,No,45,16.67,3,500,3000,a_less719,a_less799,1,E,631,566,12,FALSE,b_3to10,3,1,2,1,AT&T
92,0,FALSE,S,2,520,No,45,25,3,500,2000,a_less719,a_less799,1,E,795,711,36,FALSE,d_25to300,3,1,1,0,T-Mobile USA
93,0,FALSE,B,0,520,No,35,14.29,5,500,3500,a_less719,a_less799,2,E,774,547,61,FALSE,NONE,4,1,3,3,Cricket Wireless
94,0,FALSE,B,2,520,No,40,26.32,3,500,1900,a_less719,a_less799,1,E,530,617,16,FALSE,a_less3,3,2,2,0,Cricket Wireless
95,0,FALSE,S,0,520,No,40,13.33,9,400,3000,a_less719,a_less799,0,E,668,502,12,FALSE,c_10to25,3,1,2,0,AT&T
96,0,TRUE,S,2,520,No,20,10,0,600,6000,a_less719,a_less799,1,E,761,775,12,TRUE,b_3to10,3,1,1,3,Verizon Wireless
97,0,FALSE,S,6,520,No,20,10,0,300,3000,a_less719,a_less799,1,E,568,466,12,TRUE,b_3to10,1,1,1,1,T-Mobile USA
98,0,FALSE,B,2,521,No,40,28.57,0,1000,3500,a_less719,a_less799,3,S,591,550,144,FALSE,d_25to300,3,1,3,0,Sprint
99,0,FALSE,B,2,521,No,25,16.67,0,500,3000,a_less719,a_less799,2,E,634,674,24,FALSE,a_less3,3,1,1,1,AT&T
100,0,FALSE,B,2,521,No,30,25.32,6,500,1975,a_less719,a_less799,1,E,705,736,24,TRUE,c_10to25,3,1,1,0,T-Mobile USA
101,0,FALSE,S,2,521,No,45,13,3,500,3847,a_less719,a_less799,1,E,766,626,36,TRUE,b_3to10,1,1,1,0,Sprint
102,0,FALSE,B,4,522,No,20,46.15,5,600,1300,a_less719,a_less799,0,E,581,464,120,FALSE,d_25to300,1,1,3,0,Metro PCS
103,1,FALSE,B,4,522,No,25,22.73,3,500,2200,a_less719,a_less799,1,E,676,646,36,TRUE,b_3to10,1,1,2,0,Sprint
104,0,FALSE,B,0,522,No,45,11.11,3,500,4500,a_less719,a_less799,1,E,706,652,36,FALSE,b_3to10,1,1,1,2,Metro PCS
105,0,FALSE,S,0,522,No,20,23.08,2,600,2600,a_less719,a_less799,1,E,740,547,12,FALSE,c_10to25,2,1,1,5,Metro PCS
106,0,FALSE,S,3,522,No,25,9.52,0,500,5250,a_less719,a_less799,4,E,646,752,60,FALSE,b_3to10,1,4,3,0,T-Mobile USA
107,0,FALSE,B,2,523,No,20,19.05,0,400,2100,a_less719,a_less799,1,E,711,726,12,TRUE,NONE,3,1,2,0,Cricket Wireless
108,0,FALSE,B,0,523,No,25,28.57,1,1000,3500,a_less719,a_less799,6,E,738,701,556,TRUE,a_less3,1,1,1,2,Sprint
109,1,FALSE,S,0,523,No,40,20,0,500,2500,a_less719,a_less799,6,E,776,794,72,FALSE,c_10to25,1,1,1,0,Metro PCS
110,0,FALSE,B,4,523,No,25,9.09,3,500,5500,a_less719,a_less799,1,E,691,717,6,FALSE,e_great300,2,1,1,0,T-Mobile USA
111,0,FALSE,B,2,523,No,40,40,0,1000,2500,a_less719,b_800to899,3,E,740,892,60,FALSE,NONE,1,1,3,2,Cricket Wireless
112,0,TRUE,B,2,523,No,40,11.11,0,500,4500,a_less719,a_less799,3,E,696,585,36,TRUE,c_10to25,3,1,1,1,Metro PCS
113,0,FALSE,S,0,524,No,50,33.33,0,500,1500,a_less719,a_less799,1,E,648,666,120,FALSE,d_25to300,1,4,3,3,AT&T
114,1,FALSE,S,0,524,No,25,8.33,0,500,6000,a_less719,a_less799,6,E,636,631,144,FALSE,a_less3,1,1,1,0,T-Mobile USA
115,0,FALSE,B,0,524,No,10,50,0,500,1000,a_less719,a_less799,1,E,654,768,24,TRUE,d_25to300,3,2,3,1,Virgin Mobile
116,0,FALSE,S,2,524,No,25,12,3,500,4166,a_less719,a_less799,1,E,600,680,36,FALSE,d_25to300,1,2,1,0,Metro PCS
117,0,FALSE,S,4,525,No,25,10.16,0,200,1969,a_less719,a_less799,1,E,713,785,120,FALSE,d_25to300,3,1,3,0,Metro PCS
118,0,FALSE,B,3,525,No,50,28.57,6,1000,3500,a_less719,a_less799,1,E,574,555,30,TRUE,d_25to300,1,1,3,4,Sprint
119,0,FALSE,B,2,525,No,40,28.85,0,500,1733,a_less719,a_less799,1,E,653,710,12,FALSE,d_25to300,3,1,1,0,Sprint
120,0,FALSE,S,2,525,No,45,20,3,750,3750,a_less719,a_less799,1,E,683,799,40,FALSE,a_less3,1,1,2,0,Grande Communications Networks
121,0,FALSE,B,2,526,No,20,25,3,400,1600,a_less719,a_less799,1,E,843,798,400,FALSE,d_25to300,1,2,3,0,Cricket Wireless
122,1,FALSE,B,3,526,No,40,13.33,6,400,3000,a_less719,a_less799,1,E,684,698,48,FALSE,d_25to300,1,2,3,1,T-Mobile USA
123,0,TRUE,B,4,526,No,15,21.43,0,300,1400,a_less719,a_less799,1,E,634,795,35,FALSE,a_less3,1,2,1,4,Cricket Wireless
124,1,FALSE,S,5,526,No,30,20,6,500,2500,a_less719,a_less799,1,E,717,761,36,FALSE,NONE,1,1,1,2,Verizon Wireless
125,1,TRUE,W,1,526,No,5,6.67,0,200,3000,a_less719,c_great900,1,E,752,912,12,FALSE,b_3to10,3,1,2,3,Boost Mobile
126,1,FALSE,B,4,526,No,40,14.29,0,500,3500,a_less719,b_800to899,2,E,731,813,36,FALSE,c_10to25,3,1,1,3,Sprint
127,0,FALSE,B,0,526,No,20,25,0,1000,4000,a_less719,a_less799,1,E,644,750,12,FALSE,c_10to25,1,1,1,2,T-Mobile USA
128,0,FALSE,S,4,527,No,40,40,4,800,2000,a_less719,a_less799,0,E,610,696,27,FALSE,b_3to10,3,1,1,0,Metro PCS
129,0,FALSE,B,0,527,No,40,16,6,400,2500,a_less719,a_less799,2,E,568,520,24,FALSE,a_less3,1,1,3,1,Metro PCS
130,1,FALSE,B,2,527,No,20,12,6,300,2500,a_less719,a_less799,2,E,612,697,12,FALSE,NONE,4,2,1,0,Metro PCS
131,0,TRUE,B,2,527,No,40,33.33,6,1000,3000,a_less719,a_less799,2,E,777,696,48,FALSE,NONE,3,1,1,2,AT&T
132,1,FALSE,B,0,527,No,40,4.62,0,300,6500,a_less719,a_less799,1,E,671,588,12,TRUE,NONE,1,1,1,1,Verizon Wireless
133,1,FALSE,B,4,527,No,40,15.38,0,600,3900,a_less719,a_less799,1,E,622,437,30,TRUE,c_10to25,3,2,3,1,Sprint
134,1,FALSE,B,2,527,No,20,32,5,1000,3125,a_less719,a_less799,4,E,697,619,27,FALSE,c_10to25,3,1,3,2,T-Mobile USA
135,1,FALSE,B,2,528,No,45,25,3,500,2000,a_less719,a_less799,1,E,762,661,36,FALSE,a_less3,2,1,3,2,Sprint
136,0,TRUE,B,2,528,No,40,12,0,300,2500,a_less719,a_less799,3,E,798,779,48,FALSE,c_10to25,3,1,1,3,Metro PCS
137,0,FALSE,B,3,528,No,20,20.83,0,500,2400,a_less719,a_less799,1,E,678,516,12,FALSE,d_25to300,1,1,1,2,T-Mobile USA
138,0,FALSE,B,2,528,No,25,10,2,300,3000,a_less719,a_less799,0,E,722,724,120,FALSE,c_10to25,1,1,1,2,T-Mobile USA
139,0,FALSE,S,4,528,No,30,66.67,0,1000,1500,a_less719,a_less799,2,S,707,684,12,FALSE,d_25to300,3,2,1,0,Metro PCS
140,1,FALSE,B,3,528,No,10,80,0,2000,2500,a_less719,a_less799,3,E,613,698,24,TRUE,b_3to10,3,1,2,1,Cricket Wireless
141,0,FALSE,B,0,529,No,25,8.33,3,500,6000,a_less719,b_800to899,1,E,638,894,24,TRUE,c_10to25,3,2,1,0,Sprint
142,0,FALSE,B,1,529,No,10,57.14,0,2000,3500,a_less719,a_less799,2,E,646,751,72,FALSE,b_3to10,3,1,1,1,T-Mobile USA
143,1,FALSE,B,4,529,No,11,10,0,500,5000,a_less719,a_less799,1,E,634,598,12,TRUE,b_3to10,1,2,1,2,AT&T
144,1,FALSE,B,2,529,No,10,80,0,2000,2500,a_less719,a_less799,2,E,713,785,6,FALSE,a_less3,3,3,3,0,Metro PCS
145,0,TRUE,B,0,529,No,45,6.15,3,400,6500,a_less719,b_800to899,1,E,727,857,12,TRUE,a_less3,1,1,1,1,Sprint
146,0,FALSE,B,2,529,No,40,14.29,10,500,3500,a_less719,a_less799,3,E,691,525,76,FALSE,NONE,4,1,1,1,T-Mobile USA
147,0,FALSE,B,0,530,No,45,17.86,3,500,2800,a_less719,a_less799,1,E,559,521,36,FALSE,d_25to300,1,1,1,3,Verizon Wireless
148,0,FALSE,B,2,530,No,50,20,0,500,2500,a_less719,a_less799,3,E,655,656,12,FALSE,c_10to25,3,2,3,0,Sprint
149,0,FALSE,B,4,530,No,40,8.33,0,600,7200,a_less719,a_less799,2,E,765,567,36,TRUE,NONE,3,1,2,1,Boost Mobile
150,1,FALSE,W,0,531,No,10,10.42,0,500,4800,a_less719,a_less799,1,E,561,621,66,FALSE,NONE,1,1,2,2,Cricket Wireless
151,0,FALSE,B,0,532,No,25,12.5,3,500,4000,a_less719,a_less799,1,E,782,673,36,FALSE,e_great300,1,1,2,0,Pinger
152,0,TRUE,W,3,532,No,10,16.67,3,500,3000,a_less719,b_800to899,1,S,670,856,12,FALSE,a_less3,3,2,3,2,T-Mobile USA
153,1,FALSE,B,5,532,No,35,18.18,5,400,2200,a_less719,a_less799,0,E,709,719,15,FALSE,a_less3,1,1,2,4,Sprint
154,0,TRUE,B,4,532,No,45,6.15,3,400,6500,a_less719,a_less799,1,E,814,630,12,FALSE,d_25to300,3,1,1,3,Verizon Wireless
155,0,FALSE,B,1,532,No,40,21.1,0,800,3792,a_less719,a_less799,9,E,707,789,12,FALSE,d_25to300,3,1,1,4,T-Mobile USA
156,0,TRUE,B,2,532,No,40,8,4,200,2500,a_less719,a_less799,1,E,746,681,16,TRUE,a_less3,1,2,1,2,T-Mobile USA
157,1,FALSE,B,2,532,No,35,33.33,0,500,1500,a_less719,a_less799,3,E,582,660,12,FALSE,NONE,2,3,2,2,Cricket Wireless
158,0,TRUE,B,1,532,No,25,19.23,3,500,2600,a_less719,c_great900,1,E,806,906,24,FALSE,d_25to300,3,1,1,0,Metro PCS
159,0,FALSE,B,0,532,No,40,15.38,0,500,3250,a_less719,a_less799,2,E,634,505,24,FALSE,c_10to25,1,2,1,2,AT&T
160,0,TRUE,B,0,533,No,40,33.33,0,1000,3000,a_less719,b_800to899,3,E,804,809,144,FALSE,c_10to25,1,2,1,1,Metro PCS
161,1,FALSE,B,2,533,No,20,46.15,6,600,1300,a_less719,a_less799,2,E,606,583,120,FALSE,a_less3,1,1,3,0,Cricket Wireless
162,0,TRUE,B,5,533,No,15,16,0,400,2500,a_less719,b_800to899,2,E,669,838,24,FALSE,b_3to10,1,1,3,1,Sprint
163,0,FALSE,W,0,533,No,10,20,10,500,2500,a_less719,a_less799,1,E,701,522,28,TRUE,b_3to10,3,1,3,3,US
164,0,FALSE,B,2,533,No,40,31.58,0,600,1900,a_less719,a_less799,1,E,542,425,24,TRUE,b_3to10,3,2,1,1,Metro PCS
165,0,FALSE,B,2,535,No,20,14.29,0,500,3500,a_less719,a_less799,0,E,731,547,12,FALSE,d_25to300,1,1,3,4,Time Warner Communications
166,0,FALSE,W,2,535,No,10,20,0,500,2500,a_less719,a_less799,6,E,646,777,48,FALSE,d_25to300,1,1,1,2,Metro PCS
167,0,FALSE,B,3,535,No,10,30.77,0,500,1625,a_less719,a_less799,2,E,500,728,24,TRUE,b_3to10,1,1,1,1,Metro PCS
168,0,FALSE,B,0,535,No,45,6.15,3,400,6500,a_less719,a_less799,1,E,695,591,48,FALSE,d_25to300,1,1,3,4,Metro PCS
169,1,FALSE,W,4,535,No,30,11.11,6,500,4500,a_less719,a_less799,0,E,613,632,60,TRUE,NONE,4,1,3,1,AT&T
170,0,TRUE,S,0,535,No,40,14.29,0,500,3500,a_less719,a_less799,1,E,486,527,12,FALSE,a_less3,3,2,3,2,AT&T
171,0,FALSE,B,0,535,No,25,11.43,0,400,3500,a_less719,b_800to899,1,E,648,834,36,FALSE,NONE,4,1,3,2,AT&T
172,0,FALSE,B,1,535,No,45,8.57,3,300,3500,a_less719,a_less799,1,E,379,605,24,FALSE,d_25to300,3,2,2,4,AT&T
173,0,TRUE,S,0,536,No,40,14.29,0,500,3500,a_less719,c_great900,5,E,731,914,24,TRUE,d_25to300,3,1,1,1,T-Mobile USA
174,1,TRUE,S,1,536,No,45,13.16,3,500,3800,a_less719,b_800to899,1,E,781,872,6,TRUE,d_25to300,2,1,1,2,AT&T
175,0,FALSE,B,0,536,No,40,19.11,0,500,2616,a_less719,a_less799,5,E,752,696,24,FALSE,NONE,3,1,3,1,AT&T
176,0,TRUE,B,0,536,No,25,9.52,6,200,2100,a_less719,b_800to899,2,E,647,844,27,FALSE,a_less3,3,1,1,1,Sprint
177,1,TRUE,B,4,536,No,45,18.75,3,300,1600,a_less719,c_great900,1,E,726,927,24,FALSE,d_25to300,3,1,1,0,Sprint
178,0,FALSE,B,0,536,No,40,15.15,0,500,3300,a_less719,a_less799,1,E,550,422,7,TRUE,c_10to25,3,1,1,4,T-Mobile USA
179,0,TRUE,B,3,536,No,25,20,3,500,2500,a_less719,a_less799,1,E,797,788,18,FALSE,c_10to25,1,1,1,1,Verizon Wireless
180,0,FALSE,B,4,536,No,40,66.67,0,1000,1500,a_less719,a_less799,3,E,685,780,24,FALSE,d_25to300,3,2,1,0,Sprint
181,0,TRUE,B,2,536,No,45,20.98,3,500,2383,a_less719,a_less799,1,E,610,619,12,FALSE,b_3to10,1,1,1,1,Metro PCS
182,0,FALSE,B,4,537,No,45,14.71,3,500,3400,a_less719,a_less799,1,E,683,777,24,FALSE,NONE,3,2,3,0,AT&T
183,0,TRUE,B,2,537,No,30,12.58,6,500,3975,a_less719,a_less799,2,E,588,671,60,FALSE,d_25to300,3,1,1,2,Metro PCS
