id,IsDefault,is_no_bank_call,payfrequency,NumOfDigitsInEmailUsername,FraudScore,IsCheapCampaign,lead_cost,loantoincome,bankmonths,requestedamount,netmonthly,FraudScoreBucketSmall,BankBehaviorBucketSmall,bankyears,incometype,BankScore2,BankScore,n_months_address,IsHurricaneHarvey,DistFromAddressBucket,AddressContactScore,EmailContactScore,PhoneContactScore,ssn_to_bankaccount,PhoneCarrier
1116,0,FALSE,B,0,652,No,10,44.44,0,2000,4500,a_less719,b_800to899,2,E,721,887,6,TRUE,c_10to25,3,1,1,1,AT&T
1117,0,FALSE,B,3,652,No,20,20,0,1000,5000,a_less719,b_800to899,1,E,738,806,12,FALSE,a_less3,1,1,1,1,AT&T
1118,1,FALSE,B,4,652,No,40,15.15,0,500,3300,a_less719,a_less799,1,E,612,688,7,TRUE,c_10to25,3,1,1,0,Metro PCS
1119,0,FALSE,B,0,652,No,40,13.56,0,800,5900,a_less719,a_less799,1,E,785,764,66,FALSE,d_25to300,1,2,3,0,AT&T
1120,0,TRUE,B,4,652,No,40,66.67,8,1000,1500,a_less719,a_less799,0,E,600,605,110,FALSE,c_10to25,1,2,3,0,T-Mobile USA
1121,1,TRUE,B,0,652,No,40,18.75,6,300,1600,a_less719,b_800to899,1,E,678,814,12,FALSE,NONE,3,1,1,3,AT&T
1122,0,FALSE,B,0,652,No,40,18.18,6,500,2750,a_less719,a_less799,5,E,654,794,79,FALSE,b_3to10,1,1,1,0,T-Mobile USA
1123,0,TRUE,B,4,652,No,40,28.57,6,1000,3500,a_less719,c_great900,2,E,774,905,12,FALSE,e_great300,3,1,1,0,Verizon Wireless
1124,0,FALSE,B,5,652,No,10,41.67,0,500,1200,a_less719,b_800to899,5,E,779,830,72,FALSE,a_less3,3,2,1,0,T-Mobile USA
1125,1,FALSE,B,0,652,No,50,66.67,0,1000,1500,a_less719,a_less799,2,E,703,798,6,FALSE,c_10to25,3,2,1,0,Metro PCS
1126,0,FALSE,B,0,652,No,25,15.22,0,700,4600,a_less719,a_less799,5,E,744,779,60,FALSE,d_25to300,1,1,1,0,T-Mobile USA
1127,0,FALSE,B,2,652,No,40,20,0,500,2500,a_less719,a_less799,6,E,694,798,24,FALSE,a_less3,3,1,2,0,T-Mobile USA
1128,0,FALSE,S,5,653,No,40,10,0,500,5000,a_less719,a_less799,2,S,774,611,48,FALSE,a_less3,1,1,3,0,AT&T
1129,1,FALSE,B,0,653,No,20,31.25,0,500,1600,a_less719,b_800to899,1,E,762,816,12,FALSE,a_less3,3,2,3,0,T-Mobile USA
1130,0,FALSE,S,4,653,No,35,20,3,500,2500,a_less719,a_less799,0,E,595,690,12,FALSE,e_great300,3,1,2,0,Verizon Wireless
1131,1,FALSE,B,3,653,No,20,38.46,10,500,1300,a_less719,b_800to899,3,E,816,847,72,TRUE,NONE,3,1,2,1,Verizon Wireless
1132,0,TRUE,B,2,653,No,45,14.58,3,300,2058,a_less719,c_great900,1,E,806,936,60,FALSE,a_less3,1,1,1,1,Sprint
1133,0,FALSE,B,0,653,No,10,80,4,2000,2500,a_less719,b_800to899,2,E,777,828,52,FALSE,b_3to10,3,2,1,0,Sprint
1134,0,TRUE,S,5,653,No,40,20,5,1000,5000,a_less719,a_less799,0,E,799,677,36,FALSE,d_25to300,3,2,1,1,Sprint
1135,1,FALSE,B,1,653,No,40,22.22,2,1000,4500,a_less719,a_less799,1,E,519,610,14,FALSE,d_25to300,3,2,2,0,Verizon Wireless
1136,0,FALSE,S,0,653,No,25,16.67,3,500,3000,a_less719,a_less799,1,E,814,787,24,FALSE,NONE,4,1,1,0,Sprint
1137,0,FALSE,B,2,653,No,45,29.41,3,500,1700,a_less719,a_less799,1,E,724,693,12,TRUE,c_10to25,3,1,1,1,T-Mobile USA
1138,0,FALSE,B,0,653,No,40,10,0,500,5000,a_less719,b_800to899,6,E,738,814,72,FALSE,d_25to300,1,2,2,0,AT&T
1139,0,FALSE,B,2,653,No,40,12.5,0,500,4000,a_less719,b_800to899,2,E,796,817,12,FALSE,NONE,3,1,3,0,AT&T
1140,0,FALSE,B,2,653,No,30,37.04,6,500,1350,a_less719,a_less799,2,E,735,763,12,FALSE,d_25to300,3,1,3,1,AT&T
1141,0,FALSE,B,2,653,No,40,26.67,0,400,1500,a_less719,a_less799,2,E,662,795,24,FALSE,d_25to300,3,1,2,1,AT&T
1142,0,FALSE,B,2,653,No,40,26.37,0,400,1517,a_less719,a_less799,2,E,683,664,72,TRUE,c_10to25,3,4,3,0,Metro PCS
1143,0,FALSE,B,2,653,No,40,16.67,2,500,3000,a_less719,a_less799,5,E,785,796,36,FALSE,NONE,1,2,3,1,Cricket Wireless
1144,0,FALSE,S,0,654,No,25,50,6,1000,2000,a_less719,a_less799,2,E,762,785,12,FALSE,d_25to300,3,1,1,0,Sprint
1145,0,TRUE,B,4,654,No,30,16.81,9,500,2975,a_less719,a_less799,1,E,631,795,24,TRUE,NONE,1,2,2,0,Cricket Wireless
1146,0,FALSE,B,3,654,No,30,35.71,2,1000,2800,a_less719,a_less799,5,E,707,735,12,FALSE,NONE,4,2,1,0,Metro PCS
1147,0,FALSE,B,6,654,No,5,17.86,0,250,1400,a_less719,b_800to899,1,E,792,891,35,FALSE,d_25to300,3,1,3,0,AT&T
1148,1,FALSE,B,0,654,No,25,66.67,0,1000,1500,a_less719,b_800to899,6,E,787,894,144,FALSE,NONE,3,2,2,0,AT&T
1149,0,FALSE,B,3,654,No,20,18.75,0,300,1600,a_less719,a_less799,1,E,765,598,12,TRUE,c_10to25,1,1,1,1,Sprint
1150,0,FALSE,S,2,654,No,35,13.33,6,400,3000,a_less719,b_800to899,2,E,736,871,12,FALSE,d_25to300,3,1,2,2,Sprint
1151,1,FALSE,B,0,654,No,25,28,0,700,2500,a_less719,b_800to899,6,S,716,827,12,FALSE,a_less3,3,2,1,2,AT&T
1152,0,FALSE,S,2,654,No,40,26.67,0,400,1500,a_less719,b_800to899,2,S,847,833,24,FALSE,a_less3,1,1,2,0,Q Link Wireless
1153,0,TRUE,B,0,654,No,20,16.67,0,500,3000,a_less719,c_great900,1,E,850,920,12,FALSE,c_10to25,1,1,1,3,T-Mobile USA
1154,0,FALSE,B,0,654,No,10,57.14,0,2000,3500,a_less719,a_less799,6,E,699,786,60,TRUE,NONE,4,1,2,0,Verizon Wireless
1155,0,FALSE,B,2,654,No,40,61.54,4,1000,1625,a_less719,a_less799,3,E,658,789,79,FALSE,b_3to10,1,1,3,0,Metro PCS
1156,1,TRUE,B,3,654,No,40,13.33,3,200,1500,a_less719,c_great900,0,E,682,919,72,TRUE,c_10to25,3,1,3,0,T-Mobile USA
1157,0,FALSE,B,1,654,No,25,57.14,0,1000,1750,a_less719,a_less799,3,E,713,785,6,FALSE,b_3to10,3,1,1,0,Sprint
1158,0,TRUE,S,5,654,No,5,20,0,300,1500,a_less719,c_great900,2,E,851,957,24,TRUE,a_less3,1,1,3,0,Cricket Wireless
1159,1,TRUE,B,2,654,No,40,28.57,6,1000,3500,a_less719,b_800to899,2,E,773,889,24,FALSE,NONE,1,1,1,3,AT&T
1160,0,FALSE,B,0,654,No,40,66.67,0,1000,1500,a_less719,b_800to899,6,E,799,869,12,FALSE,b_3to10,3,1,1,1,AT&T
1161,0,FALSE,W,4,655,No,10,10,3,500,5000,a_less719,b_800to899,1,S,778,888,36,FALSE,NONE,4,1,1,0,T-Mobile USA
1162,1,TRUE,B,2,655,No,40,16.67,2,500,3000,a_less719,a_less799,2,E,691,790,218,FALSE,b_3to10,1,1,1,0,Sprint
1163,0,TRUE,S,1,655,No,25,22.22,2,1000,4500,a_less719,c_great900,2,S,753,938,50,FALSE,a_less3,1,2,1,1,AT&T
1164,1,FALSE,B,4,655,No,40,10,6,500,5000,a_less719,a_less799,2,E,733,739,240,FALSE,d_25to300,1,1,3,7,Metro PCS
1165,1,FALSE,B,2,655,No,40,20,6,1000,5000,a_less719,a_less799,1,E,625,696,24,FALSE,NONE,4,1,3,0,Verizon Wireless
1166,0,FALSE,B,2,655,No,40,4.62,0,300,6500,a_less719,a_less799,1,E,714,745,12,TRUE,c_10to25,1,2,2,2,Boost Mobile
1167,0,FALSE,B,0,655,No,40,20,0,1000,5000,a_less719,b_800to899,1,E,794,873,12,FALSE,NONE,1,1,1,1,AT&T
1168,0,FALSE,B,4,655,No,40,10,0,400,4000,a_less719,a_less799,2,E,629,712,24,FALSE,d_25to300,1,2,2,1,Cricket Wireless
1169,0,FALSE,B,1,655,No,40,14.29,6,500,3500,a_less719,a_less799,0,E,791,673,108,FALSE,NONE,1,1,1,2,AT&T
1170,0,TRUE,B,0,655,No,40,26.37,0,1000,3792,a_less719,b_800to899,5,E,818,867,60,FALSE,NONE,1,1,3,1,AT&T
1171,0,FALSE,S,0,655,No,25,20,0,500,2500,a_less719,b_800to899,3,E,762,855,72,TRUE,a_less3,1,2,1,0,T-Mobile USA
1172,0,TRUE,B,3,655,No,40,20,0,1000,5000,a_less719,c_great900,1,E,812,942,12,TRUE,b_3to10,1,2,1,0,Sprint
1173,0,FALSE,W,8,655,No,10,27.59,0,1000,3625,a_less719,a_less799,3,E,763,761,60,FALSE,e_great300,1,3,1,0,T-Mobile USA
1174,0,TRUE,B,2,655,No,5,13.84,0,300,2167,a_less719,b_800to899,2,E,719,830,24,FALSE,NONE,1,2,1,0,AT&T
1175,0,FALSE,B,2,656,No,45,20,3,1000,5000,a_less719,a_less799,1,E,713,785,60,FALSE,NONE,1,2,1,1,AT&T
1176,1,FALSE,B,0,656,No,15,16.67,0,500,3000,a_less719,a_less799,3,E,551,678,36,TRUE,b_3to10,3,1,1,1,Verizon Wireless
1177,1,FALSE,B,2,656,No,30,10.05,6,500,4975,a_less719,a_less799,1,E,624,718,12,FALSE,NONE,3,2,2,0,Verizon Wireless
1178,0,TRUE,B,2,656,No,20,33.33,0,1000,3000,a_less719,a_less799,1,E,766,553,12,TRUE,c_10to25,3,1,1,0,AT&T
1179,1,TRUE,S,0,656,No,40,28,0,700,2500,a_less719,c_great900,2,E,617,904,48,FALSE,b_3to10,1,1,3,0,Metro PCS
1180,0,FALSE,S,2,656,No,40,10,0,500,5000,a_less719,b_800to899,6,E,662,861,72,TRUE,a_less3,3,1,3,0,AT&T
1181,1,FALSE,B,4,656,No,40,40,0,1000,2500,a_less719,a_less799,3,E,607,706,24,FALSE,d_25to300,3,1,1,1,Metro PCS
1182,0,TRUE,B,4,656,No,40,42.11,4,1000,2375,a_less719,c_great900,3,E,816,906,79,TRUE,d_25to300,1,1,1,1,Verizon Wireless
1183,0,FALSE,B,2,656,No,25,25,3,500,2000,a_less719,a_less799,1,E,716,661,36,TRUE,a_less3,3,1,1,0,AT&T
1184,0,FALSE,B,3,656,No,45,18.18,3,500,2750,a_less719,a_less799,1,E,699,667,24,FALSE,a_less3,3,2,1,0,Sprint
1185,0,FALSE,W,4,656,No,10,12.5,8,1000,8000,a_less719,a_less799,7,E,665,762,66,FALSE,NONE,1,2,3,0,AT&T
1186,0,FALSE,S,2,656,No,25,15,0,300,2000,a_less719,a_less799,2,E,807,777,24,FALSE,c_10to25,3,1,3,0,Verizon Wireless
1187,0,FALSE,S,2,657,No,40,12.35,6,200,1620,a_less719,a_less799,0,E,563,554,27,FALSE,c_10to25,3,1,1,2,Metro PCS
1188,1,FALSE,B,3,657,No,40,30,6,600,2000,a_less719,a_less799,2,E,676,748,48,TRUE,NONE,4,1,3,0,Metro PCS
1189,0,FALSE,B,3,657,No,40,10,0,200,2000,a_less719,b_800to899,2,E,812,874,36,FALSE,c_10to25,1,2,3,1,T-Mobile USA
1190,1,FALSE,B,3,657,No,10,80,6,2000,2500,a_less719,a_less799,0,E,632,723,144,FALSE,c_10to25,1,2,3,0,Metro PCS
1191,1,FALSE,B,3,657,No,10,57.14,0,2000,3500,a_less719,b_800to899,3,E,546,879,48,FALSE,e_great300,3,1,2,0,Verizon Wireless
1192,0,FALSE,B,1,657,No,20,25,0,1000,4000,a_less719,a_less799,5,E,751,783,60,FALSE,d_25to300,1,1,1,0,AT&T
1193,0,FALSE,B,0,657,No,20,33.33,0,1000,3000,a_less719,a_less799,1,E,728,708,12,TRUE,c_10to25,3,1,3,0,T-Mobile USA
1194,0,TRUE,B,0,657,No,40,66.67,0,1000,1500,a_less719,c_great900,3,E,835,948,24,FALSE,NONE,1,2,1,0,AT&T
1195,0,FALSE,B,2,657,No,40,50,6,1000,2000,a_less719,a_less799,2,E,616,761,72,FALSE,e_great300,1,2,3,0,Metro PCS
1196,0,FALSE,B,3,657,No,40,50,0,1000,2000,a_less719,a_less799,3,E,668,623,0,TRUE,NONE,3,1,3,0,Verizon Wireless
1197,0,FALSE,B,0,657,No,25,20.83,3,500,2400,a_less719,a_less799,1,E,646,621,36,TRUE,c_10to25,3,1,1,2,Sprint
1198,0,FALSE,B,0,657,No,50,14.29,0,500,3500,a_less719,a_less799,2,E,582,639,24,TRUE,c_10to25,1,2,2,0,Google Voice
1199,0,TRUE,B,0,657,No,20,33.33,0,1000,3000,a_less719,c_great900,1,E,790,951,12,TRUE,c_10to25,3,1,1,1,Verizon Wireless
1200,0,FALSE,B,4,658,No,10,31.07,3,1100,3540,a_less719,a_less799,0,E,629,589,36,FALSE,b_3to10,3,2,1,0,AT&T
1201,0,TRUE,B,3,658,No,10,32,0,1200,3750,a_less719,a_less799,2,E,755,771,24,FALSE,b_3to10,3,1,1,0,Verizon Wireless
1202,0,FALSE,B,2,658,No,25,33.33,3,500,1500,a_less719,a_less799,1,E,713,762,36,FALSE,c_10to25,3,1,3,0,Metro PCS
1203,0,FALSE,B,2,658,No,20,12,0,600,5001,a_less719,b_800to899,2,E,775,848,24,TRUE,c_10to25,3,1,1,0,Metro PCS
1204,0,FALSE,S,0,658,No,15,26.18,0,500,1910,a_less719,a_less799,1,E,620,789,24,FALSE,d_25to300,3,3,3,0,Metro PCS
1205,0,TRUE,S,2,658,No,40,20,0,400,2000,a_less719,a_less799,2,E,717,572,24,FALSE,e_great300,3,1,1,2,Sprint
1206,0,FALSE,S,2,658,No,45,25,3,500,2000,a_less719,a_less799,1,E,620,532,12,FALSE,b_3to10,1,2,3,1,Verizon Wireless
1207,0,FALSE,B,1,658,No,40,15.38,6,1000,6500,a_less719,a_less799,2,E,642,695,60,FALSE,NONE,1,1,1,1,Verizon Wireless
1208,0,TRUE,B,2,658,No,40,33.33,0,500,1500,a_less719,b_800to899,5,E,776,897,60,TRUE,d_25to300,1,1,1,1,T-Mobile USA
1209,0,FALSE,B,0,658,No,40,15,0,600,4000,a_less719,a_less799,1,E,692,788,24,FALSE,a_less3,1,2,1,0,Metro PCS
1210,1,TRUE,S,4,658,No,40,16.67,1,1000,6000,a_less719,a_less799,2,E,781,563,25,FALSE,NONE,4,1,1,3,Verizon Wireless
1211,1,FALSE,B,0,658,No,25,13.46,0,700,5200,a_less719,a_less799,1,E,631,712,18,FALSE,NONE,2,1,1,0,Metro PCS
1212,0,FALSE,S,2,659,No,25,5,0,300,6000,a_less719,a_less799,2,E,807,700,48,FALSE,a_less3,1,1,1,0,Virgin Mobile
1213,0,FALSE,B,1,659,No,25,9.52,0,500,5250,a_less719,a_less799,1,E,680,781,60,FALSE,a_less3,3,2,3,2,AT&T
1214,1,FALSE,B,1,659,No,40,20,0,300,1500,a_less719,a_less799,3,E,709,785,6,FALSE,a_less3,3,2,2,0,Verizon Wireless
1215,0,FALSE,B,2,659,No,5,28,0,700,2500,a_less719,b_800to899,2,E,826,869,24,FALSE,NONE,1,2,2,0,AT&T
1216,0,FALSE,S,2,659,No,5,20,0,300,1500,a_less719,a_less799,1,E,722,790,24,FALSE,NONE,3,2,3,0,AT&T
1217,1,FALSE,S,0,659,No,25,29.41,3,500,1700,a_less719,b_800to899,1,E,692,858,3,FALSE,d_25to300,3,2,3,0,AT&T
1218,0,FALSE,W,2,659,No,10,15.56,5,700,4500,a_less719,b_800to899,1,E,705,868,122,TRUE,c_10to25,1,1,1,2,Metro PCS
1219,0,TRUE,B,2,659,No,40,27.59,0,1000,3625,a_less719,c_great900,5,E,747,912,60,FALSE,NONE,1,1,2,0,AT&T
1220,0,FALSE,S,2,659,No,45,16.67,3,500,3000,a_less719,b_800to899,1,E,800,819,36,FALSE,c_10to25,1,1,2,0,T-Mobile USA
1221,0,TRUE,B,2,659,No,40,7.69,0,500,6500,a_less719,b_800to899,1,E,784,891,12,FALSE,NONE,1,1,1,1,Verizon Wireless
1222,0,FALSE,B,3,659,No,45,5.26,3,500,9500,a_less719,a_less799,1,E,703,756,36,FALSE,e_great300,3,2,3,0,Sprint
1223,0,FALSE,B,0,659,No,40,15.38,0,1000,6500,a_less719,a_less799,1,E,725,787,12,FALSE,NONE,1,1,1,1,AT&T
1224,1,TRUE,S,0,660,No,30,16.81,6,500,2975,a_less719,a_less799,2,E,778,794,24,FALSE,c_10to25,1,1,2,1,Verizon Wireless
1225,0,TRUE,B,3,660,No,40,11.11,6,500,4500,a_less719,b_800to899,2,E,744,875,12,TRUE,NONE,3,1,1,0,AT&T
1226,0,TRUE,S,2,660,No,20,13.33,0,200,1500,a_less719,c_great900,2,S,669,935,24,FALSE,d_25to300,1,1,1,0,Boost Mobile
1227,1,FALSE,S,0,660,No,45,12.5,3,500,4000,a_less719,a_less799,1,E,677,677,24,FALSE,c_10to25,1,1,1,1,Metro PCS
1228,0,TRUE,B,2,660,No,25,16.67,0,500,3000,a_less719,a_less799,2,E,547,665,24,FALSE,b_3to10,1,1,3,1,Cricket Wireless
1229,1,FALSE,B,0,660,No,40,25,3,500,2000,a_less719,a_less799,0,E,574,697,12,TRUE,b_3to10,3,2,2,0,T-Mobile USA
1230,1,TRUE,B,2,660,No,5,50,3,500,1000,a_less719,c_great900,0,E,764,921,36,FALSE,d_25to300,3,2,2,1,Boost Mobile
1231,0,FALSE,B,3,660,No,40,15,0,300,2000,a_less719,a_less799,2,E,552,517,24,TRUE,NONE,4,2,1,0,Sprint
1232,0,FALSE,W,0,660,No,5,14.55,0,400,2750,a_less719,a_less799,1,E,487,387,12,FALSE,d_25to300,3,1,3,3,Metro PCS
1233,0,FALSE,B,4,660,No,40,14.29,0,500,3500,a_less719,a_less799,1,E,519,779,12,TRUE,c_10to25,3,2,3,1,Boost Mobile
1234,0,TRUE,S,1,660,No,25,22.73,3,500,2200,a_less719,c_great900,1,E,774,907,36,TRUE,NONE,3,1,2,3,Verizon Wireless
1235,0,FALSE,S,0,660,No,40,22.73,0,500,2200,a_less719,b_800to899,5,E,762,885,60,TRUE,d_25to300,3,2,3,0,T-Mobile USA
1236,0,FALSE,B,2,660,No,25,40,6,1000,2500,a_less719,a_less799,2,E,635,770,84,TRUE,d_25to300,1,1,2,0,Verizon Wireless
1237,0,TRUE,B,2,660,No,40,40,0,1000,2500,a_less719,c_great900,3,E,794,924,72,FALSE,b_3to10,1,1,1,0,Sprint
1238,0,FALSE,S,4,661,No,45,19.23,3,500,2600,a_less719,b_800to899,1,E,816,823,36,FALSE,b_3to10,3,1,3,1,Sprint
1239,0,FALSE,B,0,661,No,40,33.33,6,500,1500,a_less719,a_less799,0,E,673,590,24,FALSE,NONE,1,1,2,0,Cricket Wireless
1240,0,FALSE,B,0,661,No,40,15,0,300,2000,a_less719,b_800to899,1,S,705,898,12,FALSE,NONE,2,1,1,0,Cricket Wireless
1241,0,FALSE,B,0,661,No,30,23.33,3,700,3000,a_less719,a_less799,2,E,626,750,12,TRUE,NONE,4,2,1,0,T-Mobile USA
1242,0,FALSE,B,2,661,No,40,28.57,6,1000,3500,a_less719,b_800to899,2,E,840,879,60,FALSE,d_25to300,1,1,1,0,AT&T
1243,0,FALSE,B,2,661,No,25,28.57,0,1000,3500,a_less719,a_less799,6,E,709,773,12,FALSE,c_10to25,3,1,2,0,T-Mobile USA
1244,0,FALSE,B,2,661,No,40,11.11,11,500,4500,a_less719,a_less799,1,E,745,759,41,FALSE,e_great300,1,1,3,2,Sprint
1245,0,TRUE,S,3,662,No,45,18.52,3,500,2700,a_less719,a_less799,1,E,793,542,36,FALSE,b_3to10,1,2,1,3,Verizon Wireless
1246,0,FALSE,B,0,662,No,45,20,3,500,2500,a_less719,b_800to899,1,E,760,833,36,TRUE,c_10to25,3,2,2,0,Cricket Wireless
1247,0,FALSE,S,6,662,No,40,20,11,1000,5000,a_less719,a_less799,2,E,865,776,125,TRUE,d_25to300,1,1,1,3,T-Mobile USA
1248,0,FALSE,B,0,662,No,40,20,6,600,3000,a_less719,a_less799,2,E,834,668,12,FALSE,b_3to10,1,1,1,1,AT&T
1249,1,FALSE,S,0,662,No,15,29.41,10,500,1700,a_less719,a_less799,0,E,706,767,12,FALSE,c_10to25,3,1,3,2,T-Mobile USA
1250,1,TRUE,B,2,662,No,40,20,6,400,2000,a_less719,a_less799,0,E,633,714,24,TRUE,a_less3,2,1,2,0,Boost Mobile
1251,0,TRUE,B,4,662,No,40,33.33,0,500,1500,a_less719,c_great900,1,E,768,917,12,FALSE,e_great300,1,1,1,0,Metro PCS
1252,0,FALSE,S,2,663,No,40,13.33,0,400,3000,a_less719,a_less799,5,E,638,627,78,FALSE,b_3to10,3,1,3,0,AT&T
1253,1,FALSE,B,4,663,No,10,25,2,500,2000,a_less719,a_less799,1,E,613,660,60,FALSE,NONE,1,2,2,0,Cricket Wireless
1254,0,TRUE,B,1,663,No,25,66.67,0,1000,1500,a_less719,c_great900,1,E,646,902,24,FALSE,NONE,3,1,1,0,AT&T
1255,0,FALSE,B,2,663,No,40,12,0,300,2500,a_less719,a_less799,2,E,734,716,24,FALSE,b_3to10,1,2,1,3,Metro PCS
1256,1,TRUE,B,2,663,No,45,20,3,1000,5000,a_less719,b_800to899,1,E,803,875,12,FALSE,a_less3,3,1,1,0,Verizon Wireless
1257,0,FALSE,B,2,663,No,30,23.53,5,500,2125,a_less719,a_less799,4,E,624,781,24,FALSE,NONE,3,3,2,0,Cricket Wireless
1258,0,FALSE,B,4,663,No,20,30,0,750,2500,a_less719,a_less799,2,E,668,665,24,FALSE,b_3to10,1,1,1,1,Sprint
1259,0,TRUE,B,4,664,No,45,13.89,3,500,3600,a_less719,b_800to899,1,E,797,842,6,FALSE,e_great300,3,1,1,0,Sprint
1260,0,FALSE,B,0,664,No,10,40,2,2000,5000,a_less719,a_less799,3,E,789,759,74,FALSE,NONE,1,1,1,1,AT&T
1261,1,FALSE,B,2,664,No,45,12.5,3,500,4000,a_less719,b_800to899,1,E,798,809,36,TRUE,c_10to25,1,1,2,0,Cricket Wireless
1262,0,FALSE,B,0,664,No,35,29.59,3,500,1690,a_less719,a_less799,1,E,682,624,3,FALSE,d_25to300,1,1,1,0,Boost Mobile
1263,0,FALSE,B,0,664,No,50,33.33,0,500,1500,a_less719,a_less799,2,E,706,675,12,TRUE,c_10to25,3,2,1,0,Metro PCS
1264,1,TRUE,S,2,664,No,40,20,3,500,2500,a_less719,c_great900,2,E,710,919,39,FALSE,d_25to300,1,3,1,1,Verizon Wireless
1265,0,FALSE,B,0,664,No,20,61.54,6,800,1300,a_less719,b_800to899,2,E,707,820,3,FALSE,d_25to300,3,1,1,0,T-Mobile USA
1266,1,TRUE,S,1,665,No,40,7.69,0,300,3900,a_less719,c_great900,1,E,792,947,7,FALSE,c_10to25,3,2,1,0,Metro PCS
1267,0,TRUE,B,4,665,No,40,16.67,0,500,3000,a_less719,a_less799,1,E,761,695,12,FALSE,c_10to25,1,1,1,3,Charter Fiberlink
1268,0,FALSE,B,0,665,No,40,19.44,3,700,3600,a_less719,b_800to899,1,E,809,896,15,FALSE,b_3to10,1,1,1,0,AT&T
1269,0,TRUE,B,2,665,No,40,46.15,0,1000,2167,a_less719,b_800to899,8,E,873,865,96,FALSE,NONE,1,2,1,0,Cricket Wireless
1270,0,FALSE,B,5,665,No,45,5.71,3,500,8750,a_less719,b_800to899,1,E,781,883,36,FALSE,a_less3,1,1,1,0,AT&T
1271,0,TRUE,B,3,665,No,40,18.46,0,500,2709,a_less719,b_800to899,5,E,748,899,96,TRUE,c_10to25,3,1,1,2,T-Mobile USA
1272,0,FALSE,B,0,665,No,30,29.41,2,500,1700,a_less719,b_800to899,5,E,746,880,36,FALSE,c_10to25,1,1,1,3,T-Mobile USA
1273,0,FALSE,B,4,665,No,40,76.92,3,1000,1300,a_less719,a_less799,2,E,525,688,14,FALSE,e_great300,3,2,2,0,Boost Mobile
1274,0,FALSE,S,3,665,No,45,8.33,3,500,6000,a_less719,a_less799,1,E,752,756,6,FALSE,c_10to25,3,1,1,1,AT&T
1275,0,TRUE,S,3,666,No,40,13.79,0,500,3625,a_less719,c_great900,5,O,803,920,60,FALSE,c_10to25,1,2,1,1,T-Mobile USA
1276,0,TRUE,B,0,666,No,40,7.27,6,400,5500,a_less719,a_less799,2,E,800,728,12,FALSE,NONE,3,1,1,2,Cricket Wireless
1277,0,FALSE,B,0,666,No,50,33.33,6,500,1500,a_less719,a_less799,0,E,602,611,72,FALSE,d_25to300,3,1,1,2,Metro PCS
1278,1,FALSE,W,1,666,No,10,16.67,3,500,3000,a_less719,a_less799,1,E,463,480,36,FALSE,a_less3,1,2,3,1,Metro PCS
1279,1,FALSE,S,2,666,No,35,16.67,0,500,3000,a_less719,a_less799,2,E,696,329,24,TRUE,c_10to25,3,1,1,1,Verizon Wireless
1280,0,FALSE,B,1,666,No,40,28.57,6,1000,3500,a_less719,a_less799,2,E,735,739,24,TRUE,d_25to300,3,1,1,0,Sprint
1281,0,FALSE,B,3,666,No,40,66.67,0,1000,1500,a_less719,a_less799,5,E,709,690,72,TRUE,b_3to10,1,1,3,0,Time Warner Communications
1282,0,TRUE,S,0,667,No,30,15,2,300,2000,a_less719,c_great900,1,S,771,914,24,FALSE,NONE,4,1,1,2,Metro PCS
1283,0,FALSE,B,2,667,No,40,9.23,0,200,2167,a_less719,b_800to899,2,E,675,886,24,TRUE,b_3to10,1,1,1,0,Metro PCS
1284,0,FALSE,B,2,667,No,40,33.33,3,500,1500,a_less719,a_less799,2,E,784,602,51,TRUE,NONE,4,1,1,6,Verizon Wireless
1285,0,FALSE,B,0,667,No,45,16.67,3,500,3000,a_less719,a_less799,1,E,595,664,36,FALSE,b_3to10,3,3,3,0,Verizon Wireless
1286,0,FALSE,B,5,667,No,25,28.57,0,1000,3500,a_less719,b_800to899,3,E,765,857,24,TRUE,a_less3,3,1,1,0,T-Mobile USA
1287,0,FALSE,B,0,667,No,40,33.33,0,500,1500,a_less719,a_less799,6,E,674,660,60,FALSE,c_10to25,3,2,3,0,T-Mobile USA
1288,0,FALSE,B,5,668,No,40,13.79,0,500,3625,a_less719,b_800to899,5,E,689,877,120,FALSE,b_3to10,1,2,1,0,T-Mobile USA
1289,0,FALSE,B,3,668,No,25,12.5,3,500,4000,a_less719,a_less799,1,E,670,713,36,FALSE,b_3to10,1,1,1,1,T-Mobile USA
1290,0,FALSE,B,2,668,No,20,38.46,0,500,1300,a_less719,a_less799,1,E,543,709,12,TRUE,d_25to300,3,1,1,0,AT&T
1291,0,TRUE,S,2,668,No,10,16,4,400,2500,a_less719,c_great900,2,E,709,904,12,FALSE,NONE,3,1,2,0,AT&T
1292,0,FALSE,B,0,668,No,40,8.39,0,500,5958,a_less719,a_less799,2,E,670,582,24,FALSE,d_25to300,3,2,1,3,Metro PCS
1293,0,FALSE,B,3,668,No,40,11.11,0,500,4500,a_less719,a_less799,6,E,647,579,36,FALSE,NONE,1,2,1,3,AT&T
1294,0,TRUE,B,2,668,No,40,12.5,3,250,2000,a_less719,c_great900,22,E,750,920,48,FALSE,c_10to25,1,1,1,1,AT&T
1295,0,FALSE,S,3,669,No,45,23.81,3,500,2100,a_less719,a_less799,1,E,678,743,36,TRUE,a_less3,1,1,1,0,Verizon Wireless
